Surplus Number,Qty,Description,Price,Public Date,Type,Category
157139 0023 42078,3,"STAGE LIGHT, LEE COLORTRAN ZOOM ELIPSO, 213-165",$100.00,null,Lighting,Electrical Equipment/Supply
157127 0004 42078,1,"STAGE LIGHT, POLARIS, 260, CAT 33501, 4423",$50.00,null,Lighting,Electrical Equipment/Supply
157127 0003 42078,1,"STAGE LIGHT, POLARIS, 260, CAT 33502, 4368",$50.00,null,Lighting,Electrical Equipment/Supply
157127 0006 42078,1,"STAGE LIGHT, POLARIS, 260, CAT 33502, 4377",$50.00,null,Lighting,Electrical Equipment/Supply
157127 0008 42078,1,"STAGE LIGHT, POLARIS, 260, CAT 33502, 4383",$50.00,null,Lighting,Electrical Equipment/Supply
157127 0010 42078,1,"STAGE LIGHT, POLARIS, 260, CAT 33502, 4485",$50.00,null,Lighting,Electrical Equipment/Supply
157127 0007 42078,1,"STAGE LIGHT, POLARIS, 260, CAT 33502, 4511",$50.00,null,Lighting,Electrical Equipment/Supply
157127 0005 42078,1,"STAGE LIGHT, POLARIS, 260, CAT 33502, 4517",$50.00,null,Lighting,Electrical Equipment/Supply
157127 0009 42078,1,"STAGE LIGHT, POLARIS, 260, CAT 33502, 4529",$50.00,null,Lighting,Electrical Equipment/Supply
157127 0011 42078,1,"STAGE LIGHT, POLARIS, 260, CAT 33502, 4544",$50.00,null,Lighting,Electrical Equipment/Supply
157140 0036 42078,1,"STAGE LIGHT, POLARIS, CAT 33502, 260, 4382",$50.00,null,Lighting,Electrical Equipment/Supply
157140 0035 42078,1,"STAGE LIGHT, POLARIS, CAT 33502, 260, 4395",$50.00,null,Lighting,Electrical Equipment/Supply
157140 0032 42078,1,"STAGE LIGHT, POLARIS, CAT 33502, 260, 4501",$50.00,null,Lighting,Electrical Equipment/Supply
157140 0031 42078,1,"STAGE LIGHT, POLARIS, CAT 33502, 260, 4513",$50.00,null,Lighting,Electrical Equipment/Supply
157140 0034 42078,1,"STAGE LIGHT, POLARIS, CAT 33502, 260, 4530",$50.00,null,Lighting,Electrical Equipment/Supply
157140 0033 42078,1,"STAGE LIGHT, POLARIS, CAT 33502, 260, 4560",$50.00,null,Lighting,Electrical Equipment/Supply
157127 0002 42078,6,"STAGE LIGHT, Q-LIGHT, GREEN",$50.00,null,Lighting,Electrical Equipment/Supply
158073 0059 42431,1,"POWER SUPPLY, ZEISS EYE SCOPE, 154866",$50.00,null,Power Supply/Transformer,Electrical Equipment/Supply
158044 0001 42528,1,"ICE MACHINE, SCOTSMAN, CME1202AE-32A, 985642-07N",$200.00,9/26/2023,Food Service and Kitchen Equipment/Supply,Food Service and Kitchen Equipment/Supply
157155 0016 41920,1,"OVEN, FOOD, LIGHT GRAY",$50.00,null,Food Service and Kitchen Equipment/Supply,Food Service and Kitchen Equipment/Supply
155108 0013 41918,1,WARMING CABINET,$50.00,null,Food Service and Kitchen Equipment/Supply,Food Service and Kitchen Equipment/Supply
157378 0003 42535,1,"BUCKET, SORVAL, SLA-1500",$50.00,9/27/2023,Janitorial/Laundry/Cleaning,Janitorial/Laundry/Cleaning
158663 0001 42542,1,"VACUUM, 30"" WIDE",$75.00,9/28/2023,Janitorial/Laundry/Cleaning,Janitorial/Laundry/Cleaning
156818 0001 42203,1,"VACUUM, ADVANCE, LARGE FORMAT",$150.00,null,Janitorial/Laundry/Cleaning,Janitorial/Laundry/Cleaning
158319 0001 42428,1,"VACUUM, HOOVER FLOOR, E4S3933",$50.00,null,Janitorial/Laundry/Cleaning,Janitorial/Laundry/Cleaning
157549 0010 42138,1,SCALE,$100.00,null,Balance/Scale,Laboratory/Scientific/Medical Equipment/Supply
157739 0012 42212,1,SCALE,$40.00,null,Balance/Scale,Laboratory/Scientific/Medical Equipment/Supply
158073 0049 42431,1,"CELL COUNTER, DISTRIBUTOR",$40.00,null,Biomedical/Clinical,Laboratory/Scientific/Medical Equipment/Supply
158073 0022 42431,1,"CRYOSTAT, LEICA CM 1900, 0452227382",$200.00,null,Biomedical/Clinical,Laboratory/Scientific/Medical Equipment/Supply
158073 0058 42431,1,"EYE SCOPE, ZEISS, 165524",$200.00,null,Biomedical/Clinical,Laboratory/Scientific/Medical Equipment/Supply
158073 0074 42431,1,"PCR SYSTEM, EXPRESS HYBAID, HBPX11013327",$40.00,null,Biomedical/Clinical,Laboratory/Scientific/Medical Equipment/Supply
158073 0036 42431,1,"PCR SYSTEM, HYBAID, PCR EXPRESS, 15324",$40.00,null,Biomedical/Clinical,Laboratory/Scientific/Medical Equipment/Supply
155766 0010 41696,1,"PCR SYSTEM, MJ RESEARCH, OPTICON, OP000220",$50.00,null,Biomedical/Clinical,Laboratory/Scientific/Medical Equipment/Supply
158073 0064 42431,1,"PCR SYSTEM, THERMO, PX2, PX210360",$40.00,null,Biomedical/Clinical,Laboratory/Scientific/Medical Equipment/Supply
158073 0041 42431,1,"PROTEIN INTERACTION ARRAY SYS, ETTAN SPOT PICKER",$50.00,null,Biomedical/Clinical,Laboratory/Scientific/Medical Equipment/Supply
158073 0035 42431,1,"THERMOCYCLER, PCR EPPENDORF, EPGRADIENT, 025619",$40.00,null,Biotechnology,Laboratory/Scientific/Medical Equipment/Supply
156649 0004 41953,1,SHAKER,$100.00,null,Burner/Mixer/Shaker/Stirrer,Laboratory/Scientific/Medical Equipment/Supply
157750 0053 42333,1,"CENTRIFUGE, EPPENDORF",$100.00,9/26/2023,Centrifuge,Laboratory/Scientific/Medical Equipment/Supply
156727 0001 41975,1,"CENTRIFUGE, JOUAN, BR4I, 400030081",$300.00,null,Centrifuge,Laboratory/Scientific/Medical Equipment/Supply
157959 0008 42273,1,"CENTRIFUGE, SORVALL, BIOFUGE FRESCO",$40.00,null,Centrifuge,Laboratory/Scientific/Medical Equipment/Supply
157378 0001 42535,1,"CENTRIFUGE, THERMO, CENTRA PLUS",$50.00,9/27/2023,Centrifuge,Laboratory/Scientific/Medical Equipment/Supply
157378 0004 42535,1,"ROTOR, SORVAL, SA-600",$50.00,9/27/2023,Centrifuge,Laboratory/Scientific/Medical Equipment/Supply
158073 0032 42431,1,"SPEED VAC SYSTEM, THERMO SCIENTIFIC, ISS110",$75.00,null,Centrifuge,Laboratory/Scientific/Medical Equipment/Supply
158073 0116 42431,1,"ANALYZER, FIELD",$200.00,null,Electronic/Test Equipment,Laboratory/Scientific/Medical Equipment/Supply
157750 0015 42333,1,"PARTICLE COUNTER, BECKER COULTER, 390842, 07100",$50.00,9/26/2023,Electronic/Test Equipment,Laboratory/Scientific/Medical Equipment/Supply
155835 0016 42133,1,DEWAR,$150.00,null,Freezer/Refrigerator,Laboratory/Scientific/Medical Equipment/Supply
155835 0017 42133,1,DEWAR,$150.00,null,Freezer/Refrigerator,Laboratory/Scientific/Medical Equipment/Supply
156569 0001 41929,1,"LIQUID SCINTILLATION COUNTER, PERKIN, TRI CARB,",$100.00,null,Laboratory Scientific Equipment/Supply,Laboratory/Scientific/Medical Equipment/Supply
154380 0012 41723,1,"SCIENCE EQUIPMENT, TYPHOON TRIO, PHOSPHEIMAGER",$200.00,null,Laboratory Scientific Equipment/Supply,Laboratory/Scientific/Medical Equipment/Supply
157831 0001 42321,1,"EXAM BED, RITTER, 104, 4C469",$100.00,null,Medical,Laboratory/Scientific/Medical Equipment/Supply
157185 0002 42081,1,EXAM LIGHT,$50.00,null,Medical,Laboratory/Scientific/Medical Equipment/Supply
158243 0001 42219,1,"LIGHT, SURGERY, PORTABLE",$75.00,null,Medical,Laboratory/Scientific/Medical Equipment/Supply
157809 0002 42234,1,"TABLE, LIFT",$50.00,null,Medical,Laboratory/Scientific/Medical Equipment/Supply
151736 0001 42333,1,"TOPOGRAPHY SYSTEM, ATLAS, 991, 991-2272",$200.00,9/27/2023,Medical,Laboratory/Scientific/Medical Equipment/Supply
157549 0045 42138,1,MICROSCOPE,$100.00,null,Microscope,Laboratory/Scientific/Medical Equipment/Supply
158073 0108 42431,1,MICROSCOPE,$100.00,null,Microscope,Laboratory/Scientific/Medical Equipment/Supply
158073 0112 42431,1,MICROSCOPE,$75.00,null,Microscope,Laboratory/Scientific/Medical Equipment/Supply
158073 0119 42431,1,MICROSCOPE,$200.00,null,Microscope,Laboratory/Scientific/Medical Equipment/Supply
157935 0007 42333,1,"MICROSCOPE, 120020",$250.00,9/27/2023,Microscope,Laboratory/Scientific/Medical Equipment/Supply
157935 0013 42333,1,"MICROSCOPE, D01957",$50.00,9/27/2023,Microscope,Laboratory/Scientific/Medical Equipment/Supply
156952 0012 42047,1,"MICROSCOPE, NA, NA",$500.00,null,Microscope,Laboratory/Scientific/Medical Equipment/Supply
157959 0006 42273,1,"MICROSCOPE, VANGUARD",$250.00,null,Microscope,Laboratory/Scientific/Medical Equipment/Supply
157750 0001 42333,1,"INCUBATOR, BIOSPHERIC",$50.00,9/26/2023,Oven/Chamber/Incubator/Furnace,Laboratory/Scientific/Medical Equipment/Supply
157750 0002 42333,1,"INCUBATOR, DR WATER, JACKETET C02",$250.00,9/26/2023,Oven/Chamber/Incubator/Furnace,Laboratory/Scientific/Medical Equipment/Supply
158073 0021 42431,1,"INCUBATOR, FORMA SCIENTIFIC",$150.00,null,Oven/Chamber/Incubator/Furnace,Laboratory/Scientific/Medical Equipment/Supply
157812 0001 42235,1,"INCUBATOR, FORMA SCIENTIFIC, 3852, 38371-358",$150.00,null,Oven/Chamber/Incubator/Furnace,Laboratory/Scientific/Medical Equipment/Supply
157750 0027 42333,1,"INCUBATOR, ISOTEMP",$50.00,9/26/2023,Oven/Chamber/Incubator/Furnace,Laboratory/Scientific/Medical Equipment/Supply
158073 0082 42431,1,"OVEN, HYBRIDIZATION, BELLCO, BMH0954",$40.00,null,Oven/Chamber/Incubator/Furnace,Laboratory/Scientific/Medical Equipment/Supply
157750 0025 42333,1,"OVEN, SCIENTIFIC, FISHER SCIENTIFIC",$50.00,9/26/2023,Oven/Chamber/Incubator/Furnace,Laboratory/Scientific/Medical Equipment/Supply
158478 0001 42549,1,"TABLE SAW, DELTA SHOPMASTER 120 V, TS350 3600 RPM,",$150.00,9/29/2023,Machinery,Machinery/Industrial
157549 0016 42138,1,DESKTOP RISER,$40.00,null,"Accessories, Small",Office/School/Furniture Equipment/Supply
156593 0006 41936,1,BOOKSHELF,$50.00,null,Cabinet/Shelf,Office/School/Furniture Equipment/Supply
156910 0013 42015,1,CABINET,$40.00,null,Cabinet/Shelf,Office/School/Furniture Equipment/Supply
158055 0013 42319,2,CABINET,$40.00,9/21/2023,Cabinet/Shelf,Office/School/Furniture Equipment/Supply
158669 0001 42549,1,"CABINET, METAL",$100.00,9/29/2023,Cabinet/Shelf,Office/School/Furniture Equipment/Supply
158669 0002 42549,1,"CABINET, METAL",$100.00,9/29/2023,Cabinet/Shelf,Office/School/Furniture Equipment/Supply
158631 0001 42549,1,"CABINET, METAL, QUARANTINE",$100.00,9/29/2023,Cabinet/Shelf,Office/School/Furniture Equipment/Supply
155966 0013 41756,1,"CABINET, ONE DOOR",$40.00,null,Cabinet/Shelf,Office/School/Furniture Equipment/Supply
156844 0016 42321,1,"CHAIR, OFFICE",$50.00,null,Chair/Couch/Stool,Office/School/Furniture Equipment/Supply
157878 0003 42251,1,"CHAIR, OFFICE, GRAY",$50.00,null,Chair/Couch/Stool,Office/School/Furniture Equipment/Supply
157666 0015 42144,5,"CHAIR, WOOD, LEATHER",$50.00,null,Chair/Couch/Stool,Office/School/Furniture Equipment/Supply
157666 0001 42144,1,CREDENZA,$40.00,null,Desk,Office/School/Furniture Equipment/Supply
158639 0001 42536,1,CREDENZA,$40.00,9/27/2023,Desk,Office/School/Furniture Equipment/Supply
157666 0013 42144,1,"CREDENZA, G178, CHERRY",$40.00,null,Desk,Office/School/Furniture Equipment/Supply
156040 0001 41780,1,"CREDENZA, WOOD, 95""W X 18""D",$75.00,null,Desk,Office/School/Furniture Equipment/Supply
156955 0013 42123,1,DESK,$50.00,null,Desk,Office/School/Furniture Equipment/Supply
157354 0002 42432,2,DESK,$50.00,null,Desk,Office/School/Furniture Equipment/Supply
157372 0005 42502,1,DESK,$40.00,9/20/2023,Desk,Office/School/Furniture Equipment/Supply
157750 0050 42333,1,DESK,$50.00,9/26/2023,Desk,Office/School/Furniture Equipment/Supply
157666 0011 42144,1,"DESK, G178, CHERRY",$40.00,null,Desk,Office/School/Furniture Equipment/Supply
156840 0039 42300,1,"DESK, VARIDESK",$40.00,null,Desk,Office/School/Furniture Equipment/Supply
156816 0004 42195,1,"DESK, WOOD",$50.00,null,Desk,Office/School/Furniture Equipment/Supply
157182 0001 42149,1,"DESK, WOOD, BLACK",$50.00,null,Desk,Office/School/Furniture Equipment/Supply
156221 0008 41867,1,STANDING DESK CONVERTER,$40.00,null,Desk,Office/School/Furniture Equipment/Supply
156847 0011 42337,1,STANDING DESK CONVERTER,$40.00,null,Desk,Office/School/Furniture Equipment/Supply
157508 0004 42121,1,"STANDING DESK CONVERTER, VARIDESK",$40.00,null,Desk,Office/School/Furniture Equipment/Supply
156809 0016 42165,1,"STANDING DESK CONVERTER, VARI-DESK",$40.00,null,Desk,Office/School/Furniture Equipment/Supply
156193 0004 41834,1,FILE CABINET,$40.00,null,File Cabinet,Office/School/Furniture Equipment/Supply
156204 0003 41834,2,FILE CABINET,$50.00,null,File Cabinet,Office/School/Furniture Equipment/Supply
156227 0003 41839,1,FILE CABINET,$40.00,null,File Cabinet,Office/School/Furniture Equipment/Supply
156824 0001 42232,2,FILE CABINET,$40.00,null,File Cabinet,Office/School/Furniture Equipment/Supply
157349 0001 42202,6,FILE CABINET,$40.00,null,File Cabinet,Office/School/Furniture Equipment/Supply
157517 0001 42127,1,FILE CABINET,$40.00,null,File Cabinet,Office/School/Furniture Equipment/Supply
157745 0003 42214,1,FILE CABINET,$40.00,null,File Cabinet,Office/School/Furniture Equipment/Supply
156332 0001 41872,1,"FILE CABINET, 4 DRAWER",$40.00,null,File Cabinet,Office/School/Furniture Equipment/Supply
157190 0025 42082,1,"FILE CABINET, 4 DRAWER",$40.00,null,File Cabinet,Office/School/Furniture Equipment/Supply
157368 0007 42458,1,"FILE CABINET, 4 DRAWER",$40.00,9/18/2023,File Cabinet,Office/School/Furniture Equipment/Supply
157984 0001 42286,1,"FILE CABINET, 5 DRAWER, HON COMPANY, 42"" W",$50.00,null,File Cabinet,Office/School/Furniture Equipment/Supply
156644 0001 41952,1,"TABLE, CONFERENCE, WOOD",$50.00,null,Table/Stand,Office/School/Furniture Equipment/Supply
158073 0004 42431,1,"TABLE, FLOATING, TMC 63541, 931800",$200.00,null,Table/Stand,Office/School/Furniture Equipment/Supply
156809 0041 42165,1,"TABLE, LIFT",$40.00,null,Table/Stand,Office/School/Furniture Equipment/Supply
158453 0005 42477,1,"WATER SYSTEM, WATER PUMP",$80.00,null,Plumbing Equipment/Supply,Plumbing Equipment/Supply
156840 0048 42300,1,FLAMMABLE CABINET,$150.00,null,Safety Equipment,Safety Equipment
157983 0001 42285,1,FLAMMABLE CABINET,$150.00,null,Safety Equipment,Safety Equipment
